web-scraper-order,web-scraper-start-url,info-box,info-box-href,name,mbti-evsi,mbti-svsn,mbti-tvsf,mbti-pvsj,enneagram-finder,insticnt-variant
"1615573398-3200","https://www.personality-database.com/personality_type/4","150 / 43   12   17  ESFJ6w7Bob Newby   Stranger Things (2016)","https://www.personality-database.com/profile/8978/bob-newby-stranger-things-2016-mbti-personality-type","","E","S","F","J","6w7","sp/so"
"1615570707-2326","https://www.personality-database.com/personality_type/7","115 / 39   9   12  ESTP8w7Shane Walsh   The Walking Dead (2010)","https://www.personality-database.com/profile/7903/shane-walsh-the-walking-dead-2010-mbti-personality-type","","E","S","T","P","8w7","sx/sp"
"1615575183-3805","https://www.personality-database.com/personality_type/1","95 / 47   10   38  ISTJ6w5Apollo Justice   Ace Attorney","https://www.personality-database.com/profile/10449/apollo-justice-ace-attorney-mbti-personality-type","","I","S","T","J","6w5","so/sp"
"1615572588-2917","https://www.personality-database.com/personality_type/5","181 / 51   130   7  ESFP9w8Dixie D'Amelio   TikTok Stars","https://www.personality-database.com/profile/74621/dixie-damelio-tiktok-stars-mbti-personality-type","","E","S","F","P","9w8","so/sx"
"1615565272-1021","https://www.personality-database.com/personality_type/13","588 / 354   93   31  INTP5w4Player (vote your type)   Doki Doki Literature Club","https://www.personality-database.com/profile/72590/player-vote-your-type-doki-doki-literature-club-mbti-personality-type","","I","N","T","P","5w4","sp/sx"
"1615569985-2162","https://www.personality-database.com/personality_type/8","176 / 65   34   35  ISTP8w7Susie   Deltarune","https://www.personality-database.com/profile/19053/susie-deltarune-mbti-personality-type","","I","S","T","P","8w7","sx/so"
"1615570520-2285","https://www.personality-database.com/personality_type/8","803 / 222   566   165  ISTP6w5Eminem   Musicians (USA, Male)","https://www.personality-database.com/profile/1881/eminem-musicians-usa-male-mbti-personality-type","","I","S","T","P","6w5","sp/sx"
"1615575497-3930","https://www.personality-database.com/personality_type/1","162 / 49   21   20  ISTJ1w9James Rhodes “War Machine”   Marvel Cinematic Universe","https://www.personality-database.com/profile/803/james-rhodes-war-machine-marvel-cinematic-universe-mbti-personality-type","","I","S","T","J","1w9","so/sp"
"1615571531-2574","https://www.personality-database.com/personality_type/6","111 / 52   22   23  ISFP6w7Tatsumi   Akame ga Kill!","https://www.personality-database.com/profile/4252/tatsumi-akame-ga-kill-mbti-personality-type","","I","S","F","P","6w7","sx/so"
"1615571586-2594","https://www.personality-database.com/personality_type/6","120 / 31   70   35  ISFP3w2Masashi Kishimoto   Artists (Comics)","https://www.personality-database.com/profile/22128/masashi-kishimoto-artists-comics-mbti-personality-type","","I","S","F","P","3w2","sx/sp"
"1615569028-1933","https://www.personality-database.com/personality_type/9","199 / 107   91   130  INFJ2w3Momoe Sawaki   Wonder Egg Priority","https://www.personality-database.com/profile/237845/momoe-sawaki-wonder-egg-priority-mbti-personality-type","","I","N","F","J","2w3","sp/so"
"1615574667-3631","https://www.personality-database.com/personality_type/2","89 / 33   13   10  ESTJ3w4Cersei Lannister   A Song of Ice and Fire (Series)","https://www.personality-database.com/profile/5110/cersei-lannister-a-song-of-ice-and-fire-series-mbti-personality-type","","E","S","T","J","3w4","so/sp"
"1615567706-1601","https://www.personality-database.com/personality_type/10","93 / 29   49   37  ENFJ6w7Noah Schnapp   Actors (USA)","https://www.personality-database.com/profile/43014/noah-schnapp-actors-usa-mbti-personality-type","","E","N","F","J","6w7","so/sx"
"1615572361-2841","https://www.personality-database.com/personality_type/5","129 / 56   31   10  ESFP8w7Danielle Bregoli (Bhad Bhabie)   Famous For Being Famous","https://www.personality-database.com/profile/15318/danielle-bregoli-bhad-bhabie-famous-for-being-famous-mbti-personality-type","","E","S","F","P","8w7","sx/so"
"1615565609-1104","https://www.personality-database.com/personality_type/12","145 / 59   9   71  ENFP7w6Cosmo   The Fairly OddParents (2001)","https://www.personality-database.com/profile/7996/cosmo-the-fairly-oddparents-2001-mbti-personality-type","","E","N","F","P","7w6","so/sp"
"1615572578-2914","https://www.personality-database.com/personality_type/5","177 / 61   58   37  ESFP7w8Nero   Historical Figures (1st Century CE)","https://www.personality-database.com/profile/4336/nero-historical-figures-1st-century-ce-mbti-personality-type","","E","S","F","P","7w8","sx/sp"
"1615573202-3124","https://www.personality-database.com/personality_type/4","93 / 34   8   13  ESFJ2w1Shirley Fenette   Code Geass","https://www.personality-database.com/profile/2624/shirley-fenette-code-geass-mbti-personality-type","","E","S","F","J","2w1","so/sp"
"1615570779-2344","https://www.personality-database.com/personality_type/7","122 / 27   9   18  ESTP3w2Mary Watson (née Morstan)   Sherlock (2010)","https://www.personality-database.com/profile/1494/mary-watson-ne-morstan-sherlock-2010-mbti-personality-type","","E","S","T","P","3w2","sp/sx"
"1615566787-1378","https://www.personality-database.com/personality_type/11","190 / 72   62   64  INFP3w4Oswald Cobblepot “Penguin”   Gotham (2014)","https://www.personality-database.com/profile/1710/oswald-cobblepot-penguin-gotham-2014-mbti-personality-type","","I","N","F","P","3w4","so/sx"
"1615572261-2806","https://www.personality-database.com/personality_type/5","112 / 56   11   20  ESFP3w4Trina Vega   Victorious (2010)","https://www.personality-database.com/profile/17700/trina-vega-victorious-2010-mbti-personality-type","","E","S","F","P","3w4","so/sx"
"1615571451-2543","https://www.personality-database.com/personality_type/6","100 / 39   11   36  ISFP4w5James Dean   People of Classic Hollywood","https://www.personality-database.com/profile/17765/james-dean-people-of-classic-hollywood-mbti-personality-type","","I","S","F","P","4w5","sx/sp"
"1615570907-2376","https://www.personality-database.com/personality_type/7","137 / 52   31   20  ESTP7w8Ralph Bohner “Fietro“   WandaVision (2021)","https://www.personality-database.com/profile/265190/ralph-bohner-fietro-wandavision-2021-mbti-personality-type","","E","S","T","P","7w8","so/sx"
"1615568847-1890","https://www.personality-database.com/personality_type/9","147 / 62   28   50  INFJ3w2Jay Gatsby   The Great Gatsby (2013)","https://www.personality-database.com/profile/36857/jay-gatsby-the-great-gatsby-2013-mbti-personality-type","","I","N","F","J","3w2","sx/so"
"1615561874-52","https://www.personality-database.com/personality_type/16","89 / 37   1   4  ENTJ8w7Charles Zi Britannia   Code Geass","https://www.personality-database.com/profile/2619/charles-zi-britannia-code-geass-mbti-personality-type","","E","N","T","J","8w7","sx/so"
"1615566022-1201","https://www.personality-database.com/personality_type/12","242 / 151   18   111  ENFP4w3Genocide Jill   Danganronpa: Trigger Happy Havoc","https://www.personality-database.com/profile/14548/genocide-jill-danganronpa-trigger-happy-havoc-mbti-personality-type","","E","N","F","P","4w3","sx/so"
"1615571202-2466","https://www.personality-database.com/personality_type/7","222 / 122   88   69  ESTP7w8Megan Thee Stallion   Musicians (USA, Female)","https://www.personality-database.com/profile/42464/megan-thee-stallion-musicians-usa-female-mbti-personality-type","","E","S","T","P","7w8","sx/so"
"1615563389-501","https://www.personality-database.com/personality_type/15","482 / 269   105   395  INTJ6w5Akaashi Keiji   Haikyuu!!","https://www.personality-database.com/profile/42101/akaashi-keiji-haikyuu-mbti-personality-type","","I","N","T","J","6w5","sp/so"
"1615565588-1097","https://www.personality-database.com/personality_type/12","140 / 52   15   35  ENFP9w1Euphemia li Britannia   Code Geass","https://www.personality-database.com/profile/3130/euphemia-li-britannia-code-geass-mbti-personality-type","","E","N","F","P","9w1","so/sx"
"1615564595-850","https://www.personality-database.com/personality_type/13","137 / 50   22   24  INTP5w6Comic Book Guy   The Simpsons (1989)","https://www.personality-database.com/profile/2116/comic-book-guy-the-simpsons-1989-mbti-personality-type","","I","N","T","P","5w6","sp/sx"
"1615564158-711","https://www.personality-database.com/personality_type/14","327 / 176   145   61  ENTP3w2Jeff Winger   Community (2009)","https://www.personality-database.com/profile/453/jeff-winger-community-2009-mbti-personality-type","","E","N","T","P","3w2","so/sp"
"1615565889-1178","https://www.personality-database.com/personality_type/12","208 / 90   10   95  ENFP7w8Clementine Kruczynski   Eternal Sunshine of the Spotless Mind (2004)","https://www.personality-database.com/profile/5635/clementine-kruczynski-eternal-sunshine-of-the-spotless-mind-2004-mbti-personality-type","","E","N","F","P","7w8","sx/sp"
"1615562404-223","https://www.personality-database.com/personality_type/16","239 / 110   60   93  ENTJ8w9Muzan Kibutsuji   Kimetsu no Yaiba","https://www.personality-database.com/profile/36560/muzan-kibutsuji-kimetsu-no-yaiba-mbti-personality-type","","E","N","T","J","8w9","sp/sx"
"1615562359-210","https://www.personality-database.com/personality_type/16","217 / 76   97   21  ENTJ8w9Tsukasa Shishio   Dr. Stone","https://www.personality-database.com/profile/29574/tsukasa-shishio-dr-stone-mbti-personality-type","","E","N","T","J","8w9","sp/so"
"1615574211-3470","https://www.personality-database.com/personality_type/3","199 / 47   3   26  ISFJ6w5Jorah Mormont   Game of Thrones (2011)","https://www.personality-database.com/profile/2510/jorah-mormont-game-of-thrones-2011-mbti-personality-type","","I","S","F","J","6w5","sx/so"
"1615567076-1447","https://www.personality-database.com/personality_type/11","291 / 165   160   136  INFP9w1Sykkuno   Gaming","https://www.personality-database.com/profile/113965/sykkuno-gaming-mbti-personality-type","","I","N","F","P","9w1","sp/so"
"1615567937-1662","https://www.personality-database.com/personality_type/10","127 / 85   9   45  ENFJ2w3Lisa Imai   BanG Dream! Girls Band Party! (Bandori)","https://www.personality-database.com/profile/25316/lisa-imai-bang-dream-girls-band-party-bandori-mbti-personality-type","","E","N","F","J","2w3","so/sx"
"1615571071-2424","https://www.personality-database.com/personality_type/7","170 / 90   17   19  ESTP8w7Leshawna   Total Drama (2007)","https://www.personality-database.com/profile/8591/leshawna-total-drama-2007-mbti-personality-type","","E","S","T","P","8w7","sx/so"
"1615575684-3996","https://www.personality-database.com/personality_type/1","299 / 141   41   119  ISTJ1w9Kento Nanami   Jujutsu Kaisen","https://www.personality-database.com/profile/79835/kento-nanami-jujutsu-kaisen-mbti-personality-type","","I","S","T","J","1w9","sp/so"
"1615562607-278","https://www.personality-database.com/personality_type/16","571 / 173   200   83  ENTJ3w2Arnold Schwarzenegger   Actors (USA)","https://www.personality-database.com/profile/108/arnold-schwarzenegger-actors-usa-mbti-personality-type","","E","N","T","J","3w2","sp/so"
"1615568340-1760","https://www.personality-database.com/personality_type/10","334 / 111   23   98  ENFJ9w1Padmé Amidala   Star Wars","https://www.personality-database.com/profile/62/padm-amidala-star-wars-mbti-personality-type","","E","N","F","J","9w1","so/sx"
"1615569941-2152","https://www.personality-database.com/personality_type/8","167 / 60   108   37  ISTP5w6Gordon Freeman   Half-Life","https://www.personality-database.com/profile/5895/gordon-freeman-halflife-mbti-personality-type","","I","N","T","P","5w6","sp/so"
"1615566028-1202","https://www.personality-database.com/personality_type/12","244 / 79   71   135  ENFP7w8Louis Tomlinson   Musicians (United Kingdom & Ireland)","https://www.personality-database.com/profile/22973/louis-tomlinson-musicians-united-kingdom-ireland-mbti-personality-type","","E","N","F","P","7w8","sx/sp"
"1615564632-863","https://www.personality-database.com/personality_type/13","145 / 34   4   30  INTP5w6Tina Fey   Actresses (USA)","https://www.personality-database.com/profile/2529/tina-fey-actresses-usa-mbti-personality-type","","I","N","T","P","5w6","so/sp"
"1615572448-2869","https://www.personality-database.com/personality_type/5","144 / 48   17   48  ESFP3w4HyunA   K-Pop","https://www.personality-database.com/profile/11989/hyuna-kpop-mbti-personality-type","","E","S","F","P","3w4","sx/so"
"1615573755-3309","https://www.personality-database.com/personality_type/3","85 / 44   20   9  ISFJ1w9Amenadiel   Lucifer","https://www.personality-database.com/profile/12388/amenadiel-lucifer-mbti-personality-type","","I","S","F","J","1w9","so/sp"
"1615566862-1397","https://www.personality-database.com/personality_type/11","206 / 92   50   139  INFP4w3Sia Furler   Musicians (Oceania)","https://www.personality-database.com/profile/3844/sia-furler-musicians-oceania-mbti-personality-type","","I","N","F","P","4w3","so/sx"
