notable_figure,mbti_evsi,mbti_svsn,mbti_tvsf,mbti_pvsj,enneagram,insticnt_variant
140 / 83   25   151  INTP5w6Tsuchigomori   Jibaku Shounen Hanako-kun,I,N,T,P,5w6,sp/so
243 / 116   48   92  ESTP9w8Guido Mista   JoJo no Kimyou na Bouken,E,S,T,P,9w8,so/sp
96 / 51   16   5  ESFJ2w1Haley James Scott   One Tree Hill,E,S,F,J,2w1,sp/so
158 / 67   16   47  ISFP9w1Jonas Kahnwald   Dark (2017),I,S,F,P,9w1,sp/sx
1192 / 442   1390   388  INFJ5w4Carl Jung   Psychology & Neuroscience,I,N,F,J,5w4,sp/sx
851 / 306   245   182  ESTJ3w4Draco Malfoy   Harry Potter / Wizarding World Films,E,S,T,J,3w4,so/sp
132 / 53   23   30  INFJ9w8David Wallace   The Office (US) (2005),I,N,F,J,9w8,so/sp
"110 / 42   50   39  INFJ5w6Chuck Palahniuk   Writers (Literature, Modern)",I,N,F,J,5w6,sx/sp
183 / 68   19   36  ISFP4w3Jane Margolis   Breaking Bad (2008),I,S,F,P,4w3,sx/sp
372 / 170   65   26  ISTJ1w2Number One “Luther Hargreeves”   The Umbrella Academy (2019),I,S,T,J,1w2,sp/so
144 / 48   37   21  ISTP6w5Kourtney Kardashian   Famous For Being Famous,I,S,T,P,6w5,sp/so
124 / 37   19   27  ESTJ1w2Gwen Tennyson   Ben 10 (2005),I,N,T,J,1w2,sp/so
"314 / 96   81   84  INTP5w6Ian Carter ""iDubbbzTV""   Comedians",I,N,T,P,5w6,sp/sx
847 / 318   859   330  INFJ4w5RM (BTS)   K-Pop,I,N,F,J,4w5,so/sp
181 / 71   16   48  INTJ8w9Montgomery Burns   The Simpsons (1989),I,N,T,J,8w9,so/sp
"87 / 38   15   27  ENFJ3w2Matsuno ""Totty"" Todomatsu   Osomatsu-san",E,N,F,J,3w2,so/sx
66 / 46   7   6  ESTJ1w2Anthony Bridgerton   Bridgerton (2020),E,S,T,J,1w2,so/sp
388 / 208   164   102  ESTJ3w2Applejack   My Little Pony: Friendship Is Magic (2010),E,S,T,J,3w2,so/sp
430 / 272   241   85  ESFP3w4Gabi Braun   Shingeki no Kyojin,E,S,F,P,3w4,so/sx
165 / 59   21   57  ESTP7w8Ban   Nanatsu no Taizai,E,S,T,P,7w8,sp/sx
174 / 86   39   57  ISFJ1w9Marco Diaz   Star vs. the Forces of Evil (2015),I,S,F,J,1w9,sp/so
125 / 62   31   39  ESFJ2w1Yuigahama Yui   Yahari Ore no Seishun Love Comedy wa Machigatteiru (Oregairu),E,S,F,J,2w1,so/sx
"150 / 43   9   35  ENTP7w6Meriadoc ""Merry"" Brandybuck   The Lord of the Rings",E,N,T,P,7w6,so/sx
536 / 239   96   91  ESTJ6w5Dwight Schrute   The Office (US) (2005),E,S,T,J,6w5,sx/sp
73 / 31   1   2  ESTJ8w7Juror #3   12 Angry Men (1957),E,S,T,J,8w7,sx/sp
234 / 69   51   70  ISFP9w8Pocahontas   Pocahontas (1995),I,S,F,P,9w8,so/sp
253 / 78   24   99  INTP5w6Haymitch Abernathy   The Hunger Games (Franchise),I,N,T,P,5w6,sp/so
136 / 64   7   140  INTP5w4Sucy Manbavaran   Little Witch Academia,I,N,T,P,5w4,sp/sx
152 / 40   37   23  ISFP7w6Kevin Malone   The Office (US) (2005),I,S,F,P,7w6,sx/sp
"420 / 229   337   147  INFJ4w5Marilyn Manson   Musicians (USA, Male)",I,N,F,J,4w5,sp/sx
121 / 46   23   44  ENFJ9w8Wolfgang Grimmer   Monster,E,N,F,J,9w8,so/sx
104 / 53   10   36  ESTP3w4Clawdeen Wolf   Monster High (2010),E,S,T,P,3w4,sp/so
343 / 93   103   95  ENTP5w6Sherlock Holmes   Sherlock Holmes,E,N,T,P,5w6,sp/so
204 / 93   11   111  ENTJ8w9Guren Ichinose   Owari no Seraph,E,N,T,J,8w9,sx/sp
186 / 53   17   40  ISFJ1w2William Turner Jr.   Pirates of the Caribbean,I,S,F,J,1w2,sx/so
226 / 79   116   31  ISTP6w7Bill Burr   Comedians,E,S,T,P,6w7,sp/so
97 / 32   112   10  ENFJ4w3Jada Pinkett Smith   Actresses (USA),E,N,F,J,4w3,sx/so
168 / 71   44   85  INTJ4w5Hamlet   Hamlet,I,N,T,J,4w5,sp/sx
181 / 79   35   21  ESFP7w6Serena van der Woodsen   Gossip Girl (2007),E,S,F,P,7w6,sx/so
116 / 54   4   51  ESFP7w6Minako Aino (Sailor Venus)   Bishoujo Senshi Sailor Moon,E,S,F,P,7w6,so/sx
183 / 87   6   90  INTJ5w4Nine   Zankyou no Terror,I,N,T,J,5w4,sp/sx
184 / 81   10   16  ISTJ6w5Zazu   The Lion King (Franchise),I,S,T,J,6w5,so/sp
628 / 243   209   101  ISFJ9w1Pam Beesly   The Office (US) (2005),I,S,F,J,9w1,sp/so
107 / 42   24   9  ESTP3w4Peter Quint   The Haunting of Bly Manor (2020),E,S,T,P,3w4,so/sx
274 / 108   66   161  INTP6w7Yuzuru Nishimiya   Koe no Katachi,I,N,T,P,6w7,sx/sp
178 / 82   6   102  INFP9w1Quasimodo   The Hunchback of Notre Dame (1996),I,N,F,P,9w1,so/sx
140 / 54   27   71  ISTJ1w9Kaoru Sakurayashiki (Cherry Blossom)   SK∞,I,S,T,J,1w9,so/sp
"164 / 91   45   46  ESFP7w8Ashnikko   Musicians (USA, Female)",E,S,F,P,7w8,sx/so
123 / 52   9   41  INTJ8w9Erik Lehnsherr “Magneto”   X-Men Cinematic Universe (2011-2020),I,N,T,J,8w9,sp/sx
161 / 65   14   105  INFP9w1Rue   The Hunger Games (Franchise),I,N,F,P,9w1,so/sp
"158 / 65   32   33  ESTP8w7Ernest Hemingway   Writers (Literature, Modern)",E,S,T,P,8w7,sx/so
150 / 54   20   20  ESTJ6w5Alastor “Mad-Eye” Moody   Harry Potter / Wizarding World Films,E,S,T,J,6w5,sp/so
196 / 87   16   57  INTJ5w6Ted Kaczynski   Criminals,I,N,T,J,5w6,sp/sx
100 / 31   56   37  ENFJ2w3Solar (MAMAMOO)   K-Pop,E,N,F,J,2w3,so/sx
107 / 59   33   51  INTP6w5Dmitri Shostakovich   Classical Music,I,N,T,P,6w5,sp/sx
143 / 62   47   92  INFP5w4Hideo Kojima   Technology (Gaming),I,N,F,P,5w4,sx/sp
178 / 99   34   29  ISFP8w9Adam Groff   Sex Education,I,S,F,P,8w9,sx/sp
238 / 142   23   25  ESFJ6w7Gretchen Wieners   Mean Girls (2004),E,S,F,J,6w7,so/sx
299 / 99   21   35  ESTJ6w5Lucas Sinclair   Stranger Things (2016),E,S,T,J,6w5,so/sp
417 / 209   149   117  ESTJ3w4Tiana   The Princess and the Frog (2009),E,S,T,J,3w4,sp/so
575 / 301   160   129  ENFJ8w9Martin Luther King Jr.   Historical Figures (1900s),E,N,F,J,8w9,so/sx
545 / 212   96   252  ENTP7w8Nick Wilde   Zootopia (2016),E,N,T,P,7w8,sp/sx
375 / 131   99   127  ENTP5w6Cole Sprouse   Actors (USA),E,N,T,P,5w6,sx/sp
280 / 121   15   92  ISTP8w7Kim Ki-jeong   Parasite (2019),I,S,T,P,8w7,sp/sx
119 / 59   19   25  INTP6w5Harold McGrady   Total Drama (2007),I,N,T,P,6w5,sp/sx
139 / 61   11   37  ESFJ2w1Miki Makimura   Devilman Crybaby,E,S,F,J,2w1,so/sx
83 / 43   8   15  ESTJ8w7Rochelle Rock   Everybody Hates Chris (2005),E,S,T,J,8w7,sp/so
75 / 40   14   14  ESFJ2w3Detective Dick Gumshoe   Ace Attorney,E,S,F,J,2w3,so/sp
114 / 48   18   37  INTJ5w6John Nash   Mathematics,I,N,T,J,5w6,sp/sx
"165 / 49   21   34  ISTJ8w9Frank Castle ""Punisher""   The Punisher (2017)",I,S,T,J,8w9,sp/sx
96 / 41   8   14  ESTJ8w7Lois Wilkerson   Malcolm in the Middle (2000),E,S,T,J,8w7,so/sp
355 / 146   211   113  ENTJ6w5Malcolm X   Historical Figures (1900s),E,N,T,J,6w5,sx/so
164 / 88   115   76  ESTP7w8Rodrick Heffley   Diary of a Wimpy Kid (Series),E,S,T,P,7w8,sp/sx
205 / 64   19   20  ESTP3w2Tom Haverford   Parks and Recreation (2009),E,S,T,P,3w2,so/sx
356 / 164   59   171  INTJ5w6Kyōko Kirigiri   Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,I,N,T,J,5w6,sp/so
837 / 280   656   285  ISFP9w8Jungkook (BTS)   K-Pop,I,S,F,P,9w8,sx/sp
193 / 91   33   44  INTJ5w6Noah   Total Drama (2007),I,N,T,J,5w6,sp/sx
359 / 167   96   57  INTJ8w9Gendo Ikari   Neon Genesis Evangelion,I,N,T,J,8w9,sp/sx
161 / 56   49   29  ENFJ2w1Jean Milburn   Sex Education,E,N,F,J,2w1,sx/sp
111 / 48   10   10  ESFP4w3Bella Thorne   Actresses (USA),E,S,F,P,4w3,sx/so
74 / 36   10   24  ENFJ3w4Luke Castellan   Camp Half-Blood Chronicles,E,N,F,J,3w4,so/sx
194 / 105   67   86  ESTP7w6Denji   Chainsaw Man,E,S,T,P,7w6,sx/sp
90 / 54   25   7  ESFJ2w1Carla Díaz   Big Brother Brasil (BBB),E,S,F,J,2w1,so/sp
207 / 118   39   92  ENTP3w4Double Trouble   She-Ra and the Princesses of Power (2018),E,N,T,P,3w4,so/sx
131 / 49   13   23  ISFJ1w2Elijah Mikaelson   The Originals,I,S,F,J,1w2,so/sp
142 / 57   53   23  ISTP7w8Android 17   Dragon Ball Z,I,S,T,P,7w8,sp/sx
90 / 46   26   30  ENTJ3w4Endorsi Zahard   Kami no Tou,E,N,T,J,3w4,so/sx
"110 / 50   7   29  ESTP2w3Nemuri Kayama ""Midnight""   Boku no Hero Academia",E,S,T,P,2w3,sx/so
66 / 24   5   12  ESTJ8w7Aquamarine   Steven Universe (2013),E,S,T,J,8w7,so/sp
101 / 44   36   16  ISTJ5w6Seiya Ryūgūin   Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,I,N,T,J,5w6,sp/sx
93 / 51   14   48  ISTJ1w2Shirou Ogami   BNA (Brand New Animal),I,S,T,J,1w2,sp/so
"810 / 367   479   484  INFP4w3Melanie Martinez   Musicians (USA, Female)",I,N,F,P,4w3,sx/so
82 / 36   9   35  ENFJ7w8Rosie Betzler   Jojo Rabbit (2019),E,N,F,J,7w8,so/sx
225 / 95   99   175  INFJ4w3Yuki Sohma   Fruits Basket,I,N,F,J,4w3,sp/so
101 / 50   38   18  ISTJ6w5Anthony Fauci   Biology & Medicine,I,S,T,J,6w5,sp/so
74 / 27   61   13  ESFJ2w3Seraphine   League of Legends,E,S,F,J,2w3,so/sp
254 / 113   134   136  INTP9w1Kuronuma Sawako   Kimi ni Todoke,I,N,T,P,9w1,sp/so
235 / 121   58   100  INFP6w5Doppo Kannonzaka   Hypnosis Mic,I,N,F,P,6w5,so/sp
452 / 209   210   104  ENFP7w6Paimon   Genshin Impact,E,N,F,P,7w6,sx/so
168 / 65   38   41  ENFJ2w1Pope Francis   Christianity (The Popes),E,N,F,J,2w1,so/sp
305 / 102   86   210  INFP4w5Heath Ledger   Actors & Actresses (Oceania),I,N,F,P,4w5,sx/sp
149 / 61   24   26  ISTJ1w9Tenzin   The Legend of Korra (2012),I,S,T,J,1w9,sp/so
182 / 63   13   27  ESTP8w7Yoon Seungho   Painter of the Night,E,S,T,P,8w7,sx/sp
129 / 65   10   32  INTJ3w4Pride   Fullmetal Alchemist: Brotherhood,I,N,T,J,3w4,so/sx
92 / 41   31   15  ISTJ1w9Tulsi Gabbard   Government (USA),I,S,T,J,1w9,sp/so
129 / 39   19   34  ENTP7w8Barty Crouch Jr.   Harry Potter / Wizarding World Films,E,N,T,P,7w8,sx/so
110 / 19   5   30  ISFJ2w1Phil Coulson   Agents of S.H.I.E.L.D (2013),I,S,F,J,2w1,so/sx
616 / 242   268   119  ESFJ2w1Steven Universe   Steven Universe (2013),E,S,F,J,2w1,so/sp
174 / 81   44   88  INTP5w6Midori Asakusa   Eizouken ni wa Te wo Dasu na!,I,N,T,P,5w6,sp/so
"189 / 75   18   77  ENFP6w7Billie Joe Armstrong   Musicians (USA, Male)",E,N,F,P,6w7,so/sx
135 / 66   45   41  ISFJ6w5Ichigo   Darling in the Franxx,I,S,F,J,6w5,so/sp
365 / 113   123   124  ENTP7w6The Doctor (Eleventh)   Doctor Who (2005),E,N,F,P,7w6,so/sp
"204 / 108   60   102  ENTP6w7Wyborne ""Wybie"" Lovat   Coraline (2009)",E,N,T,P,6w7,sp/sx
228 / 57   33   61  ENFJ1w2Lily Evans   Harry Potter / Wizarding World Films,E,N,F,J,1w2,so/sx
140 / 62   30   7  ESFP8w7Tuco Salamanca   Breaking Bad (2008),E,S,F,P,8w7,so/sx
"250 / 98   88   91  ENFP4w3Chester Bennington   Musicians (USA, Male)",E,N,F,P,4w3,sx/so
215 / 82   46   92  INTP6w5Yuugo   Yakusoku no Neverland,I,N,T,P,6w5,sp/sx
82 / 34   23   14  ESFJ2w1Pyrrha Nikos   RWBY (2012),E,S,F,J,2w1,so/sp
268 / 119   108   120  INTJ1w9Miles Edgeworth   Ace Attorney,I,N,T,J,1w9,sp/so
105 / 42   31   43  INTP9w8Seth Everman   Musicians & Music Critics,I,N,T,P,9w8,sp/sx
205 / 54   46   49  ISFP6w7Adam Sandler   Actors (USA),I,S,F,P,6w7,sp/sx
104 / 60   15   43  ISFJ9w1Rimi Ushigome   BanG Dream! Girls Band Party! (Bandori),I,S,F,J,9w1,sp/so
165 / 44   14   58  INTJ6w5England   Hetalia: Axis Powers,I,N,T,J,6w5,sp/sx
300 / 193   225   186  ENTP6w5Shin Tsukimi   Kimi ga Shine (Your Turn to Die),E,N,T,P,6w5,sp/so
139 / 44   19   60  INTJ5w6Jodie Foster   Actresses (USA),I,N,T,J,5w6,sx/sp
108 / 39   20   88  ENFJ2w1Saoirse Ronan   Actresses (USA),E,N,F,J,2w1,sx/so
98 / 35   4   43  ISFJ6w5Canary   Hunter X Hunter,I,S,F,J,6w5,sp/so
278 / 132   62   113  ISFJ9w1Ganyu   Genshin Impact,I,S,F,J,9w1,so/sp
102 / 35   6   25  ISTJ1w9Aaron Hotchner   Criminal Minds (2005),I,S,T,J,1w9,sp/so
112 / 57   4   20  ISTJ1w2Ibara Shiozaki “Vine”   Boku no Hero Academia,I,S,T,J,1w2,sx/sp
154 / 79   96   34  ENTJ3w4Cebolinha (Jimmy Five)   Monica's Gang (Turma da Mônica),E,N,T,J,3w4,so/sx
221 / 95   112   169  INTP4w3Johnny Joestar   JoJo no Kimyou na Bouken,I,N,T,P,4w3,sp/sx
169 / 45   13   35  INTJ1w9Agent Smith   The Matrix Trilogy (The Matrix),I,N,T,J,1w9,so/sp
275 / 78   29   47  ESFP7w8Aladdin   Aladdin (1992),E,S,F,P,7w8,so/sx
168 / 69   8   12  ESFJ2w1Ned Flanders   The Simpsons (1989),E,S,F,J,2w1,so/sx
139 / 43   1   8  ISTJ1w9Grey Worm   Game of Thrones (2011),I,S,T,J,1w9,sp/sx
105 / 60   35   15  ESTJ3w2Stella of Solaria   Fate: The Winx Saga (2021),E,S,T,J,3w2,sp/so
87 / 44   18   6  ENTJ7w8Meelo   The Legend of Korra (2012),E,N,T,J,7w8,so/sx
93 / 45   10   8  ENTJ8w9Big Brother   1984,E,N,T,J,8w9,so/sx
645 / 254   199   543  INFP9w1Kaneki Ken   Tokyo Ghoul,I,N,F,P,9w1,sp/so
132 / 40   2   18  ISFJ9w1Emily Fields   Pretty Little Liars,I,S,F,J,9w1,sp/so
134 / 57   20   14  ISTP8w9Simon Basset   Bridgerton (2020),I,S,T,P,8w9,sp/so
224 / 129   52   68  ENFJ3w2Teruhashi Kokomi   Saiki Kusuo no Psi-nan,E,N,F,J,3w2,so/sx
132 / 29   4   15  ESTJ6w5Théoden   The Lord of the Rings,E,S,T,J,6w5,sx/sp
"110 / 40   19   46  ISFP7w8Charles Bukowski   Writers (Literature, Modern)",I,S,F,P,7w8,sx/sp
373 / 146   94   96  INTJ8w7Stewie Griffin   Family Guy (1999),I,N,T,J,8w7,sx/sp
294 / 112   47   64  ESFP7w6Donkey   Shrek (Franchise),E,S,F,P,7w6,so/sx
218 / 122   58   198  INFP4w5Napstablook   Undertale,I,N,F,P,4w5,sp/sx
93 / 48   19   3  ESFJ2w3Lacie Pound   Black Mirror (2011),E,S,F,J,2w3,so/sp
198 / 62   78   54  INTP6w7Joana Ceddia   Comedians,I,N,T,P,6w7,sp/so
"312 / 191   66   191  INFP4w5Franz Kafka   Writers (Literature, Modern)",I,N,F,P,4w5,sx/sp
199 / 119   42   249  INFP6w5Crona   Soul Eater,I,N,F,P,6w5,sp/sx
96 / 32   18   28  ISTJ1w9Sub-Zero / Kuai Liang   Mortal Kombat,I,S,T,J,1w9,sp/so
489 / 140   178   138  ENTP3w4Barney Stinson   How I Met Your Mother (2005),E,N,T,P,3w4,sx/so
276 / 160   88   84  ENTJ3w4Amy March   Little Women (2019),E,N,T,J,3w4,so/sx
141 / 51   26   53  ENTJ5w6William Afton   Five Nights at Freddy's (Franchise),E,N,T,J,5w6,sp/sx
142 / 85   46   98  INFP2w3Aya Maruyama   BanG Dream! Girls Band Party! (Bandori),I,N,F,P,2w3,so/sp
98 / 30   15   34  ISFJ9w1Jeonghan (SEVENTEEN)   K-Pop,I,S,F,J,9w1,sp/so
239 / 109   81   12  ISFJ1w9Pawn   Chess,I,S,F,J,1w9,so/sp
"173 / 47   58   22  INFJ8w9Wilson Fisk ""Kingpin""   Daredevil (2015)",I,N,F,J,8w9,sp/sx
132 / 69   22   27  ESTP8w7Porco Galliard   Shingeki no Kyojin,E,S,T,P,8w7,sp/sx
"68 / 40   64   6  ESFJ1w2Abigail Shapiro (Classically Abby)   Social, Cultural & Political Commentators",E,S,F,J,1w2,so/sp
110 / 31   13   30  ESTP6w7Han Seo-Joon   True Beauty (2020),E,S,T,P,6w7,sp/so
253 / 105   46   191  ISTP5w4Suna Rintarou   Haikyuu!!,I,S,T,P,5w4,sp/sx
"310 / 161   139   178  INTP5w4H.P. Lovecraft   Writers (Literature, Modern)",I,N,T,P,5w4,sp/sx
89 / 50   24   48  ISFJ6w7Nao Egokoro   Kimi ga Shine (Your Turn to Die),I,S,F,J,6w7,so/sp
644 / 375   192   318  INTJ5w6Kyōko Kirigiri   Danganronpa: Trigger Happy Havoc,I,N,T,J,5w6,sp/sx
187 / 52   30   31  ISTP5w6Dracule Mihawk   One Piece,I,S,T,P,5w6,sp/sx
128 / 56   19   48  ENTP7w6Shinra Kishitani   Durarara!!,E,N,T,P,7w6,sx/so
324 / 169   69   86  ESTP7w8Sonic the Hedgehog   Sonic the Hedgehog,E,S,T,P,7w8,so/sx
"248 / 93   38   64  ENFJ3w4Demi Lovato   Musicians (USA, Female)",E,N,F,J,3w4,sx/so
872 / 474   371   563  INFP9w1Shinji Ikari   Neon Genesis Evangelion,I,N,F,P,9w1,sp/so
97 / 57   41   41  ESTJ8w7Sanemi Shinazugawa   Kimetsu no Yaiba,E,S,T,J,8w7,sx/sp
203 / 47   6   42  INTJ1w2Elrond   The Lord of the Rings,I,N,T,J,1w2,sp/so
124 / 51   11   28  ISFP5w4Yadomi Jinta (Jintan)   Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai (Anohana),I,N,F,P,5w4,sx/sp
191 / 95   106   115  INFP9w1Fred Rogers “Mr. Rogers”   People of Classic Hollywood,I,N,F,P,9w1,so/sp
291 / 124   112   109  ENTP3w4Niccolò Machiavelli   Philosophy,E,N,T,P,3w4,sp/sx
234 / 111   25   37  ENTJ8w7All For One   Boku no Hero Academia,E,N,T,J,8w7,so/sp
320 / 141   35   172  ENFJ3w2Viktor Nikiforov   Yuri!!! on Ice,E,N,F,J,3w2,sx/so
"136 / 49   34   43  INTJ4w5Chris Cornell   Musicians (USA, Male)",I,N,T,J,4w5,sp/sx
119 / 45   4   17  ESTJ8w7Cornelia li Britannia   Code Geass,E,S,T,J,8w7,sp/sx
367 / 120   53   48  ISTJ1w9Eddard “Ned” Stark   Game of Thrones (2011),I,S,T,J,1w9,sp/so
150 / 46   18   94  INFP4w3Veronica Sawyer   Heathers,I,N,F,P,4w3,so/sp
113 / 58   5   32  ISTP8w7Tai Lung   Kung Fu Panda (franchise),I,S,T,P,8w7,sx/so
799 / 264   693   316  ISTJ9w1Langa Hasegawa   SK∞,I,S,T,J,9w1,sp/sx
234 / 108   35   60  ISTJ1w2Makoto Niijima   Persona 5,I,S,T,J,1w2,sp/so
623 / 266   265   183  ENTP9w8Jim Halpert   The Office (US) (2005),E,N,T,P,9w8,sp/so
318 / 182   55   166  ESTP7w8Miu Iruma   Danganronpa V3: Killing Harmony,E,S,T,P,7w8,sx/sp
101 / 34   10   32  ISTJ1w2White Diamond   Steven Universe (2013),I,S,T,J,1w2,so/sx
108 / 41   15   16  ESTJ3w4Eva Heinemann   Monster,E,S,T,J,3w4,sx/sp
750 / 194   172   206  ENTP7w6Tyrion Lannister   Game of Thrones (2011),E,N,T,P,7w6,sx/so
101 / 28   23   25  ENTJ3w4Thranduil   The Hobbit,E,N,T,J,3w4,sp/sx
170 / 62   75   42  INTJ5w4Haruki Shiga   Kimi no Suizou wo Tabetai,I,N,T,J,5w4,sp/sx
70 / 31   4   8  ESFJ3w2Constance Langdon   American Horror Story (2011),E,S,F,J,3w2,so/sp
177 / 66   90   34  ENFJ3w2Mikhail Varshavski (Doctor Mike)   Internet Personalities (Other),E,N,F,J,3w2,so/sp
71 / 55   8   46  ESFJ3w2Goshiki Tsutomu   Haikyuu!!,E,S,F,J,3w2,so/sp
126 / 25   13   27  ISFP7w8Jyn Erso   Star Wars,I,S,F,P,7w8,so/sp
177 / 39   30   48  INFP2w1Molly Hooper   Sherlock (2010),I,N,F,P,2w1,sx/so
"176 / 105   94   81  ENTP6w7Luca Balsa (""Prisoner"")   Identity V",E,N,T,P,6w7,sx/so
232 / 108   59   120  ENTP7w6Leo Valdez   Camp Half-Blood Chronicles,E,N,T,P,7w6,so/sp
155 / 66   12   23  ESTJ3w4Quinn Fabray   Glee (2009),E,S,T,J,3w4,sx/so
280 / 149   56   71  ENFJ2w3Barbara   Genshin Impact,E,N,F,J,2w3,so/sx
129 / 57   28   25  ISTP5w6Engineer   Team Fortress 2,I,S,T,P,5w6,sp/so
123 / 32   14   51  ESFJ2w3Hugh Jackman   Actors & Actresses (Oceania),E,S,F,J,2w3,so/sx
284 / 132   71   84  ISFP4w5Zayn Malik   Musicians (United Kingdom & Ireland),I,S,F,P,4w5,sp/sx
499 / 129   376   186  INTP6w7Aubrey Plaza   Actresses (USA),I,N,T,P,6w7,so/sx
141 / 78   29   50  ENTJ3w4Sharpay Evans   High School Musical (Film Trilogy),E,N,T,J,3w4,so/sp
113 / 52   38   18  ENTJ8w7Peter the Great   Historical Figures (1600s),E,N,T,J,8w7,so/sx
120 / 31   17   53  ENFJ2w1Meryl Streep   Actresses (USA),E,N,F,J,2w1,so/sp
287 / 93   35   96  ENTP5w6Doc Brown   Back to the Future (Series),E,N,T,P,5w6,sx/sp
131 / 62   12   116  INFP4w3Shijima Mei   Jibaku Shounen Hanako-kun,I,N,F,P,4w3,sx/sp
75 / 22   5   10  ESFJ3w2Lily van der Woodsen   Gossip Girl (2007),E,S,F,J,3w2,so/sp
119 / 31   9   108  INFJ5w4Alan Rickman   Actors (United Kingdom & Ireland),I,N,F,J,5w4,sp/so
434 / 161   138   87  INTJ1w9Gus Fring   Breaking Bad (2008),I,N,T,J,1w9,sp/so
231 / 94   34   102  INFJ1w9Markus   Detroit: Become Human,I,N,F,J,1w9,so/sx
308 / 144   187   154  INTP5w4Poppy (Character)   Online Fictional Characters,I,N,T,P,5w4,sp/sx
138 / 59   16   43  ENFJ7w6Chika Takami   Love Live! Sunshine!!,E,N,F,J,7w6,so/sx
117 / 64   20   70  ESTP7w8Tomie Kawakami   Junji Ito Collection,E,S,T,P,7w8,sx/so
"362 / 81   128   38  ENFP7w6Ethan Klein (h3h3Productions)   Social, Cultural & Political Commentators",E,N,T,P,7w6,sx/so
229 / 92   18   152  ISTP6w5Ritsuka Uenoyama   Given,I,S,T,P,6w5,sp/sx
72 / 22   2   23  ESTJ3w4Cornelia Hale   W.I.T.C.H.,E,S,T,J,3w4,sx/so
158 / 58   19   11  ENTJ3w4Mark Jefferson   Life is Strange,E,N,T,J,3w4,so/sp
113 / 38   43   39  ESTP7w8Moonbyul (MAMAMOO)   K-Pop,E,S,T,P,7w8,so/sp
311 / 140   302   121  INTP1w9Immanuel Kant   Philosophy,I,N,T,P,1w9,sp/so
138 / 47   52   22  ESTP7w8HowToBasic   Comedians,E,S,T,P,7w8,sx/so
107 / 31   14   30  INTP9w8John A. Zoidberg   Futurama (1999),I,N,T,P,9w8,sx/sp
"420 / 168   134   87  ESFP3w4Nicki Minaj   Musicians (USA, Female)",E,S,F,P,3w4,sp/sx
163 / 111   29   66  ENFJ3w4Yumemi Yumemite   Kakegurui,E,N,F,J,3w4,sp/so
154 / 68   12   30  ENTP7w6Kensuke Aida   Neon Genesis Evangelion,E,N,T,P,7w6,so/sx
